FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION,target
17-09-17,18-09-17,55.98,SPORTSDIRECT 163,8443325163,55.98,GBP,1,
16-09-17,18-09-17,43.15,FIVE GUYS,LONDON,43.15,GBP,1,
16-09-17,18-09-17,7.31,CO-OP GROUP 180240,WOODHOUSE ROA,7.31,GBP,1,
13-09-17,14-09-17,12.98,AMAZON EU,AMAZON.CO.UK,12.98,GBP,1,
13-09-17,14-09-17,16.54,AMAZON.CO.UK,AMAZON.CO.UK,16.54,GBP,1,
14-09-17,18-09-17,122.95,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,122.95,GBP,1,
20-09-17,21-09-17,226.8,BRITISH RED CROSS,PAISLEY,226.8,GBP,1,
14-09-17,15-09-17,"1,914.00",WWW.NATIONALGRID.C,07973 442434,"1,914.00",GBP,1,
20-09-17,21-09-17,9,AMAZON EU,AMAZON.CO.UK,9,GBP,1,
20-09-17,21-09-17,132.6,WWW.CIPS.ORG,0845 8801188,132.6,GBP,1,
23-09-17,25-09-17,30.2,AMAZON EU,AMAZON.CO.UK,30.2,GBP,1,
26-09-17,27-09-17,99.99,AMAZON UK MARKETPLACE,800-279-6620,99.99,GBP,1,
27-09-17,28-09-17,17.99,123 REG R/T,8712309525,17.99,GBP,1,
29-09-17,02-10-17,226,HMCOURTS-SERVICE.G,845940111,226,GBP,1,
02-09-17,04-09-17,217.81,TESCO STORES 6440,LONDON EN8,217.81,GBP,1,
06-09-17,07-09-17,5,LUL TICKET MACHINE,HATTON CROSS,5,GBP,1,
06-09-17,07-09-17,5,LUL TICKET MACHINE,HATTON CROSS,5,GBP,1,
20-09-17,21-09-17,20,GIFFGAFF.COM,ONLINE STORE,20,GBP,1,
19-09-17,20-09-17,9.25,GRO HM PASSPORT OFFICE,SOUTHPORT,9.25,GBP,1,
20-09-17,21-09-17,"1,620.00",WWW.LOCAL.GOV.UK,INTERNET,"1,620.00",GBP,1,
22-09-17,25-09-17,"5,199.00",UKBA7628939389,CROYDON,"5,199.00",GBP,1,
24-10-17,26-10-17,58.3,PRIMARK STORES LTD,WOOD GRN N22,58.3,GBP,1,
25-10-17,26-10-17,31.42,TESCO STORE 2296,COLNEY HATCH,31.42,GBP,1,
09-10-17,10-10-17,69,WWW.ISTOCK.COM,866-478-6251,69,GBP,1,
12-10-17,13-10-17,12.99,DIGI-QUICK,BODMIN,12.99,GBP,1,
12-10-17,13-10-17,183.06,JANSEN DISPLAY LTD,BEDFORDSHIRE,183.06,GBP,1,
14-10-17,16-10-17,29,APPLE ONLINE STORE GBP,0845-600-1683,29,GBP,1,
17-10-17,18-10-17,69.64,CAMPAIGNMONITOR,SYDNEY,89,USD,1.28,
19-10-17,20-10-17,114,WWW.PRCA.ORG.UK,INTERNET,114,GBP,1,
21-10-17,24-10-17,69.61,CAMPAIGNMONITOR,SYDNEY,89,USD,1.28,
24-10-17,26-10-17,31.41,CAMPAIGNMONITOR,SYDNEY,40,USD,1.27,
31-10-17,01-11-17,197.08,FACEBK WKF58DAP32,FB.ME/ADS,197.08,GBP,1,
31-10-17,01-11-17,69,WWW.ISTOCK.COM,866-478-6251,69,GBP,1,
01-11-17,02-11-17,177,ADOBE  CREATIVE CLOUD,800-028-9094,177,GBP,1,
02-11-17,03-11-17,20,FACEBK 5DKU8D6M52,FB.ME/ADS,20,GBP,1,
04-10-17,05-10-17,51,ROBIN NEWS,LONDON  N12,51,GBP,1,
09-10-17,10-10-17,4.29,ARGOS LTD,NORTH FINCHLE,4.29,GBP,1,
09-10-17,10-10-17,71.91,ARGOS LTD,NORTH FINCHLE,71.91,GBP,1,
12-10-17,13-10-17,480,CRAZY DISCOUNTS,LONDON  N12,480,GBP,1,
24-10-17,25-10-17,20,POST OFFICE COUNTER,LONDON,20,GBP,1,
25-10-17,26-10-17,349.99,CURRYS ONLINE,HEMEL HEMPSTE,349.99,GBP,1,
01-11-17,02-11-17,18.18,ARGOS RETAIL GROUP,INTERNET,18.18,GBP,1,
01-11-17,02-11-17,29.97,WWW.DOMINOS.CO.UK,01908 580000,29.97,GBP,1,
01-11-17,02-11-17,36.9,SHAKEN LIMITED,LONDON  N12,36.9,GBP,1,
09-10-17,10-10-17,5,GIFFGAFF.COM,ONLINE STORE,5,GBP,1,
28-10-17,30-10-17,5,GIFFGAFF.COM,ONLINE STORE,5,GBP,1,
04-10-17,05-10-17,92.16,POTTERS BAR DARTS,POTTERS BAR,92.16,GBP,1,
04-10-17,05-10-17,14.99,WATERSTONES,BARNET,14.99,GBP,1,
10-10-17,11-10-17,294,BRITISH CHAUFFEURS,SUTTON,294,GBP,1,
01-11-17,03-11-17,65,TFL PENALTY CHARGE,0343 222 3333,65,GBP,1,
02-11-17,03-11-17,294,BRITISH CHAUFFEURS,SUTTON,294,GBP,1,
18-10-17,19-10-17,100,EB  NAIRO ANNUAL CONFE,801-413-7200,100,GBP,1,
19-10-17,20-10-17,106,HM PASSPORT,LONDON,106,GBP,1,
25-10-17,26-10-17,14.49,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,14.49,GBP,1,
26-10-17,30-10-17,40.79,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,40.79,GBP,1,
31-10-17,01-11-17,26.6,PARTRIDGE & PRINT,WELLINGBOROUG,26.6,GBP,1,
24-10-17,25-10-17,80,FLIP OUT BRENT CRO,LONDON,80,GBP,1,
02-11-17,03-11-17,185.2,PARTRIDGE & PRINT,WELLINGBOROUG,185.2,GBP,1,
03-10-17,04-10-17,8.61,MILK@MORE ONLINE,INTERNET,8.61,GBP,1,
03-10-17,04-10-17,72.5,PAYPAL  KIDPREMIERS,35314369001,72.5,GBP,1,
03-10-17,04-10-17,93.58,UKOFFICEDIRECT.CO.,0800 652 6060,93.58,GBP,1,
04-10-17,05-10-17,0.99,ASDA SUPERSTORE,WATFORD,0.99,GBP,1,
09-10-17,10-10-17,7.05,MILK@MORE ONLINE,INTERNET,7.05,GBP,1,
10-10-17,11-10-17,300,HERTFORDSHIRE COUNTY C,HERTFORD,300,GBP,1,
12-10-17,13-10-17,128.16,ANYLAMP,LIESHOUT,128.16,GBP,1,
12-10-17,13-10-17,23.99,AMAZON UK MARKETPLACE,800-279-6620,23.99,GBP,1,
12-10-17,13-10-17,11.48,AMAZON EU,AMAZON.CO.UK,11.48,GBP,1,
12-10-17,13-10-17,9,STATIONERY OFFICE BOOK,LONDON SW8,9,GBP,1,
13-10-17,16-10-17,395,HERTFORDSHIRE COUNTY C,HERTFORD,395,GBP,1,
17-10-17,18-10-17,21.86,ASDA SUPERSTORE,WATFORD,21.86,GBP,1,
19-10-17,23-10-17,36.4,COOL MILK AT SCHOOL-MO,LINCOLN,36.4,GBP,1,
19-10-17,23-10-17,169,COOL MILK AT SCHOOL-MO,LINCOLN,169,GBP,1,
19-10-17,23-10-17,40.3,COOL MILK AT SCHOOL-MO,LINCOLN,40.3,GBP,1,
20-10-17,23-10-17,35.97,THE BOOK PEOPLE,GODALMING,35.97,GBP,1,
20-10-17,23-10-17,97.4,BT PAY BY PHONE,DURHAM,97.4,GBP,1,
24-10-17,25-10-17,21.91,AMAZON UK MARKETPLACE,800-279-6620,21.91,GBP,1,
24-10-17,25-10-17,20,AMAZON UK MARKETPLACE,800-279-6620,20,GBP,1,
24-10-17,25-10-17,9.4,MILK@MORE ONLINE,INTERNET,9.4,GBP,1,
25-10-17,26-10-17,6.4,SAINSBURYS SACAT 0637,HENDON,6.4,GBP,1,
27-10-17,30-10-17,4.5,ASDA SUPERSTORE,WATFORD,4.5,GBP,1,
30-10-17,31-10-17,70.23,SAINSBURYS TO YOU 0637,HENDON,70.23,GBP,1,
31-10-17,01-11-17,12,ASDA SUPERSTORE,WATFORD,12,GBP,1,
31-10-17,01-11-17,0.6,SAINSBURYS SACAT 0637,HENDON,0.6,GBP,1,
09-10-17,10-10-17,156,THE READING AGENCY,LONDON,156,GBP,1,
18-10-17,19-10-17,29.98,WWW.MAPLIN.CO.UK,WATH-UPON-DEA,29.98,GBP,1,
16-10-17,17-10-17,36.38,ASDA SUPERSTORE,S'GATE CIRCUS,36.38,GBP,1,
16-10-17,17-10-17,23.24,MCDONALDS,LONDON  N11,23.24,GBP,1,
17-10-17,18-10-17,33.97,TESCO STORE 2296,COLNEY HATCH,33.97,GBP,1,
18-10-17,19-10-17,32.25,SAINSBURYS SACAT 4952,LONDON N11,32.25,GBP,1,
23-10-17,24-10-17,50.52,TESCO STORES 6412,WHETSTONE,50.52,GBP,1,
31-10-17,01-11-17,12.04,TESCO STORES 6412,WHETSTONE,12.04,GBP,1,
31-10-17,01-11-17,19.98,COOPERS OF BARNET,BARNET,19.98,GBP,1,
03-10-17,04-10-17,47.97,TESCO STORE 2122,BRENT PARK,47.97,GBP,1,
03-10-17,04-10-17,-0.8,TESCO STORE 2122,BRENT PARK,-0.8,GBP,1,
10-10-17,11-10-17,79.8,TESCO STORE 2122,BRENT PARK,79.8,GBP,1,
11-10-17,12-10-17,19.16,SAVERS HEALTH & BEAUTY,GREATER LONDO,19.16,GBP,1,
17-10-17,18-10-17,79.99,ZARA BRENT CROSS,LONDON,79.99,GBP,1,
17-10-17,18-10-17,20,NANDOS,BRENT CROSS,20,GBP,1,
23-10-17,24-10-17,17.65,CARD & PARTY ZONE,LOUGHTON,17.65,GBP,1,
23-10-17,24-10-17,49.05,TESCO STORE 2296,COLNEY HATCH,49.05,GBP,1,
25-10-17,26-10-17,3.72,CARD FACTORY,WALTHAM CROSS,3.72,GBP,1,
25-10-17,26-10-17,6,POUNDLAND LTD 1278,WALTHAM CROSS,6,GBP,1,
25-10-17,26-10-17,7,SAINSBURYS SACAT 0769,WALTHAM CROSS,7,GBP,1,
03-10-17,04-10-17,104.72,WICKES,LONDON,104.72,GBP,1,
04-10-17,05-10-17,95.46,WICKES,LONDON,95.46,GBP,1,
19-10-17,20-10-17,104.56,HOMEBASE LTD 024,LONDON  N11,104.56,GBP,1,
19-10-17,20-10-17,-28.49,HOMEBASE LTD 024,LONDON  N11,-28.49,GBP,1,
21-10-17,23-10-17,63.49,WICKES,LONDON,63.49,GBP,1,
21-10-17,23-10-17,81.25,WICKES,LONDON,81.25,GBP,1,
22-10-17,23-10-17,28.49,HOMEBASE LTD 024,LONDON  N11,28.49,GBP,1,
25-10-17,26-10-17,39.92,BUILDER DEPOT - NEW SO,LONDON  N11,39.92,GBP,1,
30-10-17,31-10-17,22.46,BUILDER DEPOT - NEW SO,LONDON  N11,22.46,GBP,1,
02-11-17,03-11-17,20,TFL OYST PHOTOCARD,0343 222 1234,20,GBP,1,
13-10-17,16-10-17,48.75,SAINSBURYS 0124,NEW BARNET,48.75,GBP,1,
16-10-17,17-10-17,22.6,SAINSBURYS 0124,NEW BARNET,22.6,GBP,1,
26-10-17,27-10-17,16.25,SAINSBURYS SACAT 0124,BARNET,16.25,GBP,1,
31-10-17,01-11-17,195,PRE-SCHOOL LEARNING AL,LONDON,195,GBP,1,
19-10-17,20-10-17,60.08,SPORTSDIRECT 380,8443325380,60.08,GBP,1,
20-10-17,23-10-17,8.11,CO-OP GROUP FOOD,104320,8.11,GBP,1,
21-10-17,23-10-17,7.59,CO-OP GROUP 180240,WOODHOUSE ROA,7.59,GBP,1,
21-10-17,23-10-17,36.4,CINEWORLD WOO CP,0844 815 7747,36.4,GBP,1,
21-10-17,23-10-17,4.3,CINEWORLD WOO CP,0844 815 7747,4.3,GBP,1,
23-10-17,24-10-17,29.9,CINEWORLD WOO CP,0844 815 7747,29.9,GBP,1,
23-10-17,24-10-17,2.65,CINEWORLD WOO CP,0844 815 7747,2.65,GBP,1,
24-10-17,25-10-17,165,TEAM SPORT V/T,FARNHAM,165,GBP,1,
30-10-17,31-10-17,26.13,KFC - SOUTHGATE,LONDON,26.13,GBP,1,
31-10-17,01-11-17,23.95,CO-OP GROUP FOOD,104320,23.95,GBP,1,
05-10-17,06-10-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
17-10-17,18-10-17,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
21-10-17,23-10-17,5,POUNDWORLD RETAIL,LEYTON,5,GBP,1,
21-10-17,23-10-17,16,TESCO STORES-3333,LONDON,16,GBP,1,
23-10-17,24-10-17,2,ASDA STORES,WALTHAMSTOW,2,GBP,1,
01-11-17,02-11-17,3.3,SAINSBURYS SACAT 4572,COLINDALE,3.3,GBP,1,
05-10-17,06-10-17,123.95,ARGOS RETAIL GROUP,INTERNET,123.95,GBP,1,
05-10-17,06-10-17,59.35,CAMPUSLIVING,0161 2954140,59.35,GBP,1,
05-10-17,06-10-17,200,STUDENTLIVINGBEDS,0161 2954140,200,GBP,1,
09-10-17,10-10-17,94.46,COMPARE THE MAN AND VA,4.47404E+11,94.46,GBP,1,
10-10-17,11-10-17,26.99,ARGOS RETAIL GROUP,INTERNET,26.99,GBP,1,
19-10-17,20-10-17,46.96,ARGOS RETAIL GROUP,INTERNET,46.96,GBP,1,
02-11-17,03-11-17,39,PIZZA AMORE,LONDON,39,GBP,1,
02-11-17,03-11-17,24.96,MAEME'S PIRI PIRI,LONDON,24.96,GBP,1,
14-10-17,16-10-17,26.52,ASDA SUPERSTORE,S'GATE CIRCUS,26.52,GBP,1,
17-10-17,18-10-17,14.29,AMAZON UK MARKETPLACE,800-279-6620,14.29,GBP,1,
27-10-17,30-10-17,7,POUNDLAND LTD 1267,NORTH FINCHLE,7,GBP,1,
27-10-17,30-10-17,4,TIGER,NORTH FINCHLE,4,GBP,1,
27-10-17,30-10-17,57.91,HOMEBASE LTD  588,LONDON  N12,57.91,GBP,1,
01-11-17,02-11-17,3.19,ASDA SUPERSTORE,S'GATE CIRCUS,3.19,GBP,1,
09-10-17,10-10-17,9.99,AMAZON UK MARKETPLACE,800-279-6620,9.99,GBP,1,
09-10-17,10-10-17,15.98,AMAZON UK MARKETPLACE,800-279-6620,15.98,GBP,1,
09-10-17,10-10-17,11.99,AMAZON UK MARKETPLACE,800-279-6620,11.99,GBP,1,
09-10-17,11-10-17,23.96,AMAZON UK MARKETPLACE,800-279-6620,23.96,GBP,1,
16-10-17,17-10-17,8.24,AMAZON UK MARKETPLACE,800-279-6620,8.24,GBP,1,
16-10-17,17-10-17,23.97,AMAZON UK MARKETPLACE,800-279-6620,23.97,GBP,1,
20-10-17,23-10-17,8.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,8.99,GBP,1,
24-10-17,25-10-17,42.9,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,42.9,GBP,1,
31-10-17,01-11-17,79,AMAZON PRIME,AMZN.CO.UK/PM,79,GBP,1,
16-10-17,18-10-17,51.28,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,51.28,GBP,1,
23-10-17,24-10-17,27.8,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,27.8,GBP,1,
26-10-17,27-10-17,23.98,AMAZON UK MARKETPLACE,800-279-6620,23.98,GBP,1,
06-10-17,09-10-17,96.75,TESCO STORES 6440,LONDON EN8,96.75,GBP,1,
06-10-17,09-10-17,56.01,ASDA SUPERSTORE,S'GATE CIRCUS,56.01,GBP,1,
09-10-17,10-10-17,119.64,TESCO STORES 6440,LONDON EN8,119.64,GBP,1,
13-10-17,16-10-17,9.98,RYMAN 1127,ENFIELD,9.98,GBP,1,
13-10-17,16-10-17,5,POUNDLAND LTD,WILLENHALL,5,GBP,1,
15-10-17,16-10-17,176.94,WWW.ARGOS.CO.UK,INTERNET,176.94,GBP,1,
16-10-17,17-10-17,8.32,CO-OP GROUP 180222,MAYS LANE,8.32,GBP,1,
16-10-17,18-10-17,136.98,WWW.ARGOS.CO.UK,INTERNET,136.98,GBP,1,
18-10-17,19-10-17,11.43,FIOS CONTINENTAL FOOD,LONDON  N14,11.43,GBP,1,
19-10-17,20-10-17,137.63,TESCO STORES 6440,LONDON EN8,137.63,GBP,1,
19-10-17,20-10-17,9.97,COOPERS OF BARNET,BARNET,9.97,GBP,1,
23-10-17,24-10-17,159.93,TESCO STORES 6440,LONDON EN8,159.93,GBP,1,
23-10-17,25-10-17,74.3,SKY SUBSCRIPTION,8442411653,74.3,GBP,1,
25-10-17,26-10-17,45.63,ASDA SUPERSTORE,S'GATE CIRCUS,45.63,GBP,1,
26-10-17,27-10-17,139.35,TESCO STORES 6440,LONDON EN8,139.35,GBP,1,
27-10-17,30-10-17,-0.4,TESCO STORE 3539,WALTHAM CROSS,-0.4,GBP,1,
30-10-17,31-10-17,154.22,TESCO STORES 6440,LONDON EN8,154.22,GBP,1,
30-10-17,31-10-17,50.4,COSTCO ON-LINE,WATFORD,50.4,GBP,1,
02-11-17,03-11-17,104.14,TESCO STORES 6440,LONDON EN8,104.14,GBP,1,
03-10-17,04-10-17,11.49,AMAZON UK MARKETPLACE,800-279-6620,11.49,GBP,1,
03-10-17,04-10-17,40.05,AMAZON UK MARKETPLACE,800-279-6620,40.05,GBP,1,
03-10-17,04-10-17,11.98,AMAZON UK MARKETPLACE,800-279-6620,11.98,GBP,1,
04-10-17,05-10-17,9.98,AMAZON UK MARKETPLACE,800-279-6620,9.98,GBP,1,
05-10-17,06-10-17,186,NETWORK VENTURES LIMIT,LONDON SE13,186,GBP,1,
10-10-17,11-10-17,37.5,TESCO STORES 6440,LONDON EN8,37.5,GBP,1,
17-10-17,18-10-17,85.5,TESCO STORES 6440,LONDON EN8,85.5,GBP,1,
19-10-17,20-10-17,27.5,TICKETS 08712200260,INTERNET,27.5,GBP,1,
27-10-17,30-10-17,86,TESCO STORES 6440,LONDON EN8,86,GBP,1,
31-10-17,01-11-17,19.13,TRAINLINE,LONDON,19.13,GBP,1,
31-10-17,01-11-17,35.98,PIZZA GOGO,RAINHAM,35.98,GBP,1,
02-11-17,03-11-17,186,NETWORK VENTURES LIMIT,LONDON SE13,186,GBP,1,
02-11-17,03-11-17,154.52,BAKER ROSS LTD,LONDON,154.52,GBP,1,
17-10-17,18-10-17,225,HMCOURTS-SERVICE.G,8459400111,225,GBP,1,
26-10-17,27-10-17,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
02-10-17,04-10-17,34.88,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,34.88,GBP,1,
04-10-17,05-10-17,235.08,TOOLSTATION LTD,NEW SOUTHGATE,235.08,GBP,1,
04-10-17,05-10-17,195,LB BARNET PCN ATP,LONDON,195,GBP,1,
05-10-17,06-10-17,143.3,WWW.JAYDEELIVING.CO.UK,INTERNET,143.3,GBP,1,
05-10-17,06-10-17,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
10-10-17,11-10-17,50.76,SELCO TRADING CTR,NEW SOUTHGATE,50.76,GBP,1,
10-10-17,11-10-17,130.27,SELCO TRADING CTR,NEW SOUTHGATE,130.27,GBP,1,
11-10-17,12-10-17,40.44,SELCO TRADING CTR,NEW SOUTHGATE,40.44,GBP,1,
16-10-17,17-10-17,64.6,AMAZON.CO.UK,AMAZON.CO.UK,64.6,GBP,1,
19-10-17,20-10-17,65,LB BARNET PCN WEB,LONDON,65,GBP,1,
18-10-17,20-10-17,16.01,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,16.01,GBP,1,
20-10-17,23-10-17,1,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,1,GBP,1,
10-10-17,11-10-17,82.25,POST OFFICE COUNTER,LONDON,82.25,GBP,1,
10-10-17,11-10-17,115.93,WWW.ARGOS.CO.UK,INTERNET,115.93,GBP,1,
10-10-17,11-10-17,115.93,ARGOS DIRECT,HOME SHOPPING,115.93,GBP,1,
10-10-17,11-10-17,-115.93,WWW.ARGOS.CO.UK,INTERNET,-115.93,GBP,1,
11-10-17,12-10-17,242.88,REEDS RAINS LTD,01257 236700,242.88,GBP,1,
16-10-17,17-10-17,112.22,ARGOS RETAIL GROUP,INTERNET,112.22,GBP,1,
18-10-17,19-10-17,51,ROBIN NEWS,LONDON  N12,51,GBP,1,
23-10-17,24-10-17,27.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,27.99,GBP,1,
23-10-17,25-10-17,21.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,21.99,GBP,1,
24-10-17,25-10-17,14.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,14.99,GBP,1,
24-10-17,25-10-17,44.99,PAYPAL  EASYBUYEBAY,35314369001,44.99,GBP,1,
24-10-17,25-10-17,161.99,AMAZON UK MARKETPLACE,800-279-6620,161.99,GBP,1,
24-10-17,25-10-17,139.99,AMAZON UK MARKETPLACE,800-279-6620,139.99,GBP,1,
23-10-17,25-10-17,39.32,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,39.32,GBP,1,
25-10-17,26-10-17,59.98,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,59.98,GBP,1,
25-10-17,26-10-17,309.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,309.99,GBP,1,
24-10-17,26-10-17,27.98,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,27.98,GBP,1,
24-10-17,26-10-17,34.67,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,34.67,GBP,1,
24-10-17,26-10-17,-8.99,ARGOS RETAIL GROUP,INTERNET,-8.99,GBP,1,
25-10-17,26-10-17,169.99,WWW.ARGOS.CO.UK,INTERNET,169.99,GBP,1,
06-10-17,09-10-17,12.99,AMAZON UK MARKETPLACE,800-279-6620,12.99,GBP,1,
12-10-17,13-10-17,36.84,AMAZON UK MARKETPLACE,800-279-6620,36.84,GBP,1,
20-10-17,23-10-17,4.05,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,4.05,GBP,1,
21-10-17,23-10-17,21.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,21.99,GBP,1,
21-10-17,23-10-17,5.99,AMAZON.CO.UK,AMAZON.CO.UK,5.99,GBP,1,
22-10-17,23-10-17,32.98,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,32.98,GBP,1,
22-10-17,24-10-17,6.38,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,6.38,GBP,1,
23-10-17,24-10-17,12.98,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,12.98,GBP,1,
24-10-17,25-10-17,5.89,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,5.89,GBP,1,
25-10-17,27-10-17,17.55,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,17.55,GBP,1,
04-10-17,05-10-17,204.72,WWW.EUREKADIRECT.CO.UK,INTERNET,204.72,GBP,1,
06-10-17,09-10-17,136.41,SAINSBURYS TO YOU 0444,ENFIELD,136.41,GBP,1,
10-10-17,11-10-17,155.37,SAINSBURYS TO YOU 0444,ENFIELD,155.37,GBP,1,
13-10-17,16-10-17,155.65,SAINSBURYS TO YOU 0444,ENFIELD,155.65,GBP,1,
16-10-17,17-10-17,67.45,SAINSBURYS TO YOU 0444,ENFIELD,67.45,GBP,1,
16-10-17,17-10-17,67.96,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,67.96,GBP,1,
19-10-17,20-10-17,8.42,ASDA SUPERSTORE,S'GATE CIRCUS,8.42,GBP,1,
20-10-17,23-10-17,140.57,SAINSBURYS TO YOU 0444,ENFIELD,140.57,GBP,1,
24-10-17,25-10-17,219.4,SAINSBURYS TO YOU 0444,ENFIELD,219.4,GBP,1,
27-10-17,30-10-17,20,SAINSBURYS,LONDON,20,GBP,1,
27-10-17,30-10-17,165.99,SAINSBURYS TO YOU 0444,ENFIELD,165.99,GBP,1,
01-11-17,02-11-17,168.65,SAINSBURYS TO YOU 0444,ENFIELD,168.65,GBP,1,
03-10-17,04-10-17,5.99,AMAZON UK MARKETPLACE,800-279-6620,5.99,GBP,1,
03-10-17,04-10-17,43.46,AMAZON UK MARKETPLACE,800-279-6620,43.46,GBP,1,
03-10-17,04-10-17,119,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,119,GBP,1,
04-10-17,04-10-17,8.62,AMAZON UK MARKETPLACE,800-279-6620,8.62,GBP,1,
04-10-17,05-10-17,2.99,AMAZON UK MARKETPLACE,800-279-6620,2.99,GBP,1,
06-10-17,09-10-17,19.95,AMAZON UK MARKETPLACE,800-279-6620,19.95,GBP,1,
06-10-17,09-10-17,32.97,AMAZON UK MARKETPLACE,800-279-6620,32.97,GBP,1,
06-10-17,09-10-17,16.1,AMAZON UK MARKETPLACE,800-279-6620,16.1,GBP,1,
22-10-17,24-10-17,13.95,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,13.95,GBP,1,
02-11-17,03-11-17,7.99,AMAZON UK PRIME AMZN.C,AMZN.CO.UK/PM,7.99,GBP,1,
13-10-17,16-10-17,39,DVSA,0300 123 9000,39,GBP,1,
01-11-17,02-11-17,13,DVSA,0300 123 9000,13,GBP,1,
12-10-17,13-10-17,6,POUNDLAND LTD 1181,EDGWARE,6,GBP,1,
30-10-17,31-10-17,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
09-10-17,10-10-17,"1,168.80",WWW.TEACHERBOARDS.CO.U,SKIPTON,"1,168.80",GBP,1,
03-10-17,04-10-17,350.4,HEALTHCARE CONFERENCES,CHERTSEY,350.4,GBP,1,
04-10-17,05-10-17,17,CREATESEND/COM,SYDNEY,17,GBP,1,
12-10-17,13-10-17,199,WWW.WELLWORKING LTD,INTERNET,199,GBP,1,
11-10-17,13-10-17,168.98,PREMIER INN,BOURNEMOUTH,168.98,GBP,1,
11-10-17,13-10-17,168.98,PREMIER INN,BOURNEMOUTH,168.98,GBP,1,
16-10-17,17-10-17,106.8,CMPCARESHOP,4.48455E+11,106.8,GBP,1,
19-10-17,20-10-17,22.1,TSGN,STEVENAGE,22.1,GBP,1,
20-10-17,23-10-17,240,EB  ENHANCED HEALTH IN,801-413-7200,240,GBP,1,
23-10-17,25-10-17,15.48,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,15.48,GBP,1,
26-10-17,27-10-17,13.08,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,13.08,GBP,1,
25-10-17,27-10-17,24.13,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,24.13,GBP,1,
26-10-17,30-10-17,15.08,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,15.08,GBP,1,
30-10-17,31-10-17,19.93,HOME BARGAINS,STEVENAGE,19.93,GBP,1,
30-10-17,31-10-17,8.92,ALDI 40 776        S,STEVENAGE,8.92,GBP,1,
30-10-17,01-11-17,26.49,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,26.49,GBP,1,
31-10-17,01-11-17,7.45,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,7.45,GBP,1,
31-10-17,01-11-17,4.25,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,4.25,GBP,1,
31-10-17,01-11-17,26.24,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,26.24,GBP,1,
30-10-17,01-11-17,9.95,B AND M,STEVENAGE,9.95,GBP,1,
01-11-17,02-11-17,5,CREATESEND/COM,SYDNEY,5,GBP,1,
06-10-17,09-10-17,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
09-10-17,10-10-17,11,BARTLETTS KEY SERVICES,LONDON,11,GBP,1,
09-10-17,10-10-17,1.98,MIDDLESEX UNIVERSITY H,HENDON,1.98,GBP,1,
10-10-17,12-10-17,10.98,FAIR PRICE FOODS,LONDON,10.98,GBP,1,
